25	25	240
2	2	-1	-1	171	57	-1	-1	0	196	-1	-1	95	-1	-1	139	220	-1	-1	-1	-1	-1	-1	-1	-1	
-1	0	4	-1	-1	-1	8	-1	-1	-1	-1	117	2	-1	33	202	-1	-1	127	126	-1	-1	-1	-1	-1	
1	-1	2	0	1	-1	-1	-1	0	14	1	33	231	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	204	150	
72	4	-1	-1	-1	200	-1	-1	-1	2	-1	7	-1	5	-1	-1	-1	109	121	163	-1	-1	-1	-1	120	
-1	-1	6	5	-1	4	17	10	-1	-1	8	8	1	-1	-1	52	-1	-1	-1	-1	-1	-1	-1	79	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	21	-1	15	-1	-1	-1	-1	3	183	136	53	60	113	-1	
136	-1	-1	109	1	-1	-1	-1	-1	-1	-1	-1	1	-1	36	225	68	179	223	-1	-1	-1	-1	109	-1	
-1	-1	-1	-1	-1	-1	-1	171	8	-1	174	-1	0	-1	170	-1	-1	-1	0	190	216	74	152	-1	12	
-1	-1	4	-1	-1	7	-1	-1	28	99	-1	179	-1	3	-1	1	54	191	-1	-1	-1	-1	-1	-1	-1	
-1	42	234	-1	28	-1	212	225	122	-1	12	-1	-1	-1	-1	-1	67	44	-1	-1	-1	-1	-1	-1	38	
91	108	221	-1	237	42	205	0	-1	-1	102	-1	-1	-1	153	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	163	-1	-1	-1	164	63	-1	106	-1	90	-1	3	30	-1	-1	4	-1	226	-1	-1	35	225	101	158	
-1	1	-1	15	-1	-1	37	-1	146	-1	-1	-1	-1	-1	-1	25	199	147	80	-1	235	-1	-1	-1	-1	
236	226	-1	-1	-1	-1	-1	-1	181	218	30	-1	-1	-1	-1	-1	23	-1	-1	0	9	172	-1	-1	161	
-1	-1	60	217	-1	3	-1	114	-1	48	-1	6	95	-1	147	22	-1	-1	-1	-1	15	199	92	137	99	
142	-1	-1	-1	-1	1	-1	50	-1	-1	112	-1	-1	-1	48	-1	-1	-1	-1	0	81	131	49	-1	-1	
61	76	109	-1	179	-1	-1	87	-1	-1	-1	-1	-1	-1	-1	-1	108	71	145	87	-1	-1	-1	-1	-1	
-1	-1	-1	133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	24	13	42	57	93	
-1	-1	114	-1	230	10	227	199	-1	-1	139	-1	-1	193	-1	125	130	-1	-1	-1	-1	55	225	97	205	
239	-1	-1	17	-1	-1	-1	75	167	-1	-1	-1	-1	-1	-1	-1	191	210	-1	-1	128	237	41	-1	69	
-1	-1	-1	77	-1	-1	168	229	145	223	111	219	215	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	158	-1	
-1	-1	-1	76	62	-1	-1	-1	-1	-1	-1	-1	-1	132	139	96	-1	239	-1	214	156	152	199	104	-1	
42	-1	-1	-1	179	-1	-1	-1	-1	46	-1	-1	-1	109	99	-1	-1	91	205	183	174	-1	-1	-1	-1	
-1	221	-1	-1	76	38	87	-1	-1	-1	-1	176	39	153	197	-1	-1	148	-1	-1	-1	-1	-1	-1	-1	
-1	-1	24	139	-1	-1	49	-1	-1	201	-1	116	-1	190	163	53	-1	-1	238	-1	-1	-1	-1	-1	-1	

